Frequency list: Lemma frequencies in entire "AP: comments, Telegraph"
__________________

Number	Lemma	Frequency
10481	sikhism	4
10482	sinfulness	4
10483	single-parent	4
10484	sister-	4
10485	skinner	4
10486	sling	4
10487	slope'	4
10488	smuggle	4
10489	snail	4
10490	softly	4
10491	solar	4
10492	soothe	4
10493	sordid	4
10494	soros	4
10495	sounds	4
10496	soundtrack	4
10497	soviets	4
10498	sparta	4
10499	specialist	4
10500	spice	4
10501	spinal	4
10502	spirituals	4
10503	spokespeople	4
10504	spousal	4
10505	spurn	4
10506	squander	4
10507	stalinist	4
10508	standpoint	4
10509	starbucks	4
10510	startling	4
10511	starving	4
10512	static	4
10513	statue	4
10514	staunch	4
10515	steel	4
10516	steering	4
10517	sticky	4
10518	stifle	4
10519	stig	4
10520	stimulus	4
10521	stinking	4
10522	stockholm	4
10523	stop-light	4
10524	straightjacket	4
10525	strap	4
10526	structural	4
10527	structurally	4
10528	sub-national	4
10529	sublime	4
10530	submissive	4
10531	subsection	4
10532	succinct	4
10533	sudan	4
10534	sugar	4
10535	summarily	4
10536	super	4
10537	supersede	4
10538	supper	4
10539	suppression	4
10540	surmise	4
10541	surrey	4
10542	susceptible	4
10543	suspiciously	4
10544	swan	4
10545	symbolically	4
10546	synonym	4
10547	synthetic	4
10548	systematic	4
10549	t-shirts	4
10550	tabloid	4
10551	tailor	4
10552	tapestry	4
10553	tatter	4
10554	tax-free	4
10555	tax-payer	4
10556	taylor	4
10557	tenant	4
10558	tendentious	4
10559	tent	4
10560	tepid	4
10561	terrific	4
10562	terry	4
10563	tested	4
10564	textbook	4
10565	that'	4
10566	theorise	4
10567	therapist	4
10568	there'	4
10569	thereafter	4
10570	therefor	4
10571	thicko	4
10572	thingy	4
10573	thinking'	4
10574	thoughtless	4
10575	ti	4
10576	tickle	4
10577	timetable	4
10578	tirade	4
10579	to-day	4
10580	tobacco	4
10581	toddler	4
10582	tolerable	4
10583	toleration	4
10584	tomb	4
10585	tommy	4
10586	ton	4
10587	toodle	4
10588	top-down	4
10589	toryism	4
10590	tourist	4
10591	tous	4
10592	towers	4
10593	traction	4
10594	trade-off	4
10595	traduce	4
10596	transgress	4
10597	transmit	4
10598	treatment'	4
10599	tribulation	4
10600	tried	4
10601	trillion	4
10602	tristan	4
10603	troubled	4
10604	troubling	4
10605	trusted	4
10606	trustworthy	4
10607	turkish	4
10608	turnip	4
10609	twentieth	4
10610	twisting	4
10611	two-tier	4
10612	typify	4
10613	uaf	4
10614	ub313	4
10615	ubiquitous	4
10616	ukip.	4
10617	ukip/uqueerp	4
10618	ukipers	4
10619	unabated	4
10620	unanimous	4
10621	unbelieving	4
10622	uncaring	4
10623	unchastity	4
10624	unchecked	4
10625	uncommon	4
10626	uncontroversial	4
10627	uncover	4
10628	undying	4
10629	uneasy	4
10630	unfailing	4
10631	ungodly	4
10632	ungrateful	4
10633	unhappiness	4
10634	unheard	4
10635	unhindered	4
10636	unhinge	4
10637	unhygienic	4
10638	uniformly	4
10639	unifying	4
10640	unilaterally	4
10641	unjustifiable	4
10642	unjustified	4
10643	unmitigated	4
10644	unorthodox	4
10645	unpalatable	4
10646	unrighteousness	4
10647	unscientific	4
10648	unstoppable	4
10649	unsuccessful	4
10650	unsurprise	4
10651	untainted	4
10652	untenable	4
10653	unthinkable	4
10654	untouchable	4
10655	unwarranted	4
10656	unwelcome	4
10657	unwittingly	4
10658	upright	4
10659	upsetting	4
10660	upshot	4
10661	upstanding	4
10662	upward	4
10663	uruguay	4
10664	usury	4
10665	utterance	4
10666	vaccination	4
10667	valley	4
10668	vampire	4
10669	vanishingly	4
10670	varied	4
10671	vat	4
10672	veneer	4
10673	venture	4
10674	veracity	4
10675	verge	4
10676	verily	4
10677	verity	4
10678	vestry	4
10679	victimise	4
10680	viewing	4
10681	vigorously	4
10682	viking	4
10683	vileness	4
10684	virtuous	4
10685	visionary	4
10686	visitation	4
10687	visiting	4
10688	vitae	4
10689	vive	4
10690	vivid	4
10691	viz	4
10692	voidable	4
10693	voodoo	4
10694	vox	4
10695	wade	4
10696	waiting	4
10697	wand	4
10698	want'	4
10699	warfare	4
10700	warlord	4
10701	warmly	4
10702	watershed	4
10703	weakening	4
10704	weakling	4
10705	weary	4
10706	weave	4
10707	wedding/matrimonial	4
10708	weddings	4
10709	well-intentioned	4
10710	westboro	4
10711	whacko	4
10712	wheat	4
10713	wheeze	4
10714	whiff	4
10715	whining	4
10716	whiptail	4
10717	whisper	4
10718	white'	4
10719	widen	4
10720	widowed	4
10721	wilderness	4
10722	willful	4
10723	willfully	4
10724	wimmin	4
10725	wing'	4
10726	woeful	4
10727	woefully	4
10728	woods	4
10729	workable	4
10730	workshop	4
10731	worryingly	4
10732	wreak	4
10733	wrecker	4
10734	wrestling	4
10735	wrong'	4
10736	wrongdoing	4
10737	wrongness	4
10738	ww	4
10739	y'know	4
10740	year-old	4
10741	yell	4
10742	youthful	4
10743	yuck	4
10744	zen	4
10745	zog	4
10746	zombie	4
10747	-------------	3
10748	-----------------	3
10749	-a	3
10750	-and	3
10751	-but	3
10752	-i	3
10753	-or	3
10754	-so	3
10755	-that	3
10756	''if	3
10757	''oh	3
10758	''so	3
10759	''why	3
10760	'act	3
10761	'adapted'	3
10762	'alway	3
10763	'anthe	3
10764	'atheist	3
10765	'attack	3
10766	'baggage'	3
10767	'biblical	3
10768	'big	3
10769	'black	3
10770	'born'	3
10771	'breeder	3
10772	'british'	3
10773	'buggery'	3
10774	'call	3
10775	'cause	3
10776	'celebrate'	3
10777	'choice'	3
10778	'climate	3
10779	'commitment	3
10780	'community'	3
10781	'conspiracy'	3
10782	'consummation'	3
10783	'contract	3
10784	'cool'	3
10785	'core'	3
10786	'cultural	3
10787	'cut	3
10788	'decide	3
10789	'deliberate	3
10790	'devalued'	3
10791	'different'	3
10792	'differentiation'	3
10793	'disgusting'	3
10794	'divine'	3
10795	'do'	3
10796	'elite'	3
10797	'encourage	3
10798	'enough'	3
10799	'every	3
10800	'expanded'	3
10801	'expert'	3
10802	'fact'	3
10803	'faith'	3
10804	'force	3
10805	'friend'	3
10806	'government'	3
10807	'hate'	3
10808	'have	3
10809	'he'	3
10810	'icky'	3
10811	'in'	3
10812	'inclusive'	3
10813	'insanity'	3
10814	'jesus	3
10815	'less	3
10816	'lifestyle'	3
10817	'logic'	3
10818	'look	3
10819	'madness	3
10820	'magic	3
10821	'married	3
10822	'maternity	3
10823	'maze	3
10824	'mimicing'	3
10825	'modernise'	3
10826	'more	3
10827	'mother	3
10828	'nobody	3
10829	'nonsense'	3
10830	'normality'	3
10831	'now	3
10832	'oh	3
10833	'okay'	3
10834	'on	3
10835	'opt-in'	3
10836	'other	3
10837	'our	3
10838	'out	3
10839	'out'	3
10840	'passport	3
10841	'political	3
10842	'polly'	3
10843	'problem'	3
10844	'queer	3
10845	'rational'	3
10846	're-branding'	3
10847	'real	3
10848	'rebranding'	3
10849	'recommended'	3
10850	'redefine	3
10851	'relationship'	3
10852	'scientific'	3
10853	'scientist	3
10854	'sexual	3
10855	'she'	3
10856	'shoot	3
10857	'sidelined'	3
10858	'silly	3
10859	'simply	3
10860	'state	3
10861	'there'	3
10862	'thing'	3
10863	'til	3
10864	'totem	3
10865	'totem'	3
10866	'un	3
10867	'union'	3
10868	'us	3
10869	'useless	3
10870	'value	3
10871	'very	3
10872	'vote	3
10873	'vote'	3
10874	'we'	3
10875	'wedding	3
10876	'wedding'	3
10877	'who	3
10878	'wrong'	3
10879	@budi	3
10880	***************	3
10881	*about*	3
10882	*all*	3
10883	*anything*	3
10884	*because*	3
10885	*civil	3
10886	*does*	3
10887	*exactly*	3
10888	*goal*	3
10889	*may*	3
10890	*might*	3
10891	*only*	3
10892	*people*	3
10893	*quite*	3
10894	*real*	3
10895	*religious*	3
10896	*right*	3
10897	*valid*	3
10898	*what	3
10899	*what*	3
10900	//2.	3
10901	//c4m.org.uk/signatures/	3
10902	//cdn.yougov.com/cumulus	3
10903	//en.wikipedia.org/wiki/B	3
10904	//en.wikipedia.org/wiki/E	3
10905	//en.wikipedia.org/wiki/G	3
10906	//en.wikipedia.org/wiki/P	3
10907	//survation.com/2013/05/h	3
10908	//truefreedomtrust.co.uk	3
10909	//www.answersingenesis.or	3
10910	//www.christian.org.uk/ne	3
10911	//www.cse.dmu.ac.uk/mwar	3
10912	//www.dailymail.co.uk/hea	3
10913	//www.drbo.org/x/d	3
10914	//www.eureferendum.com/	3
10915	//www.guardian.co.uk/poli	3
10916	//www.nationmaster.com/gr	3
10917	//www.nhm.uio.no/besok-os	3
10918	//www.pewforum.org/Politi	3
10919	//www.pinknews.co.uk/2013	3
10920	//www.psychologytoday.com	3
10921	//www.religioustolerance	3
10922	//www.ukip.org/content/uk	3
10923	<	3
10924	0.25%	3
10925	0.4	3
10926	1-2%	3
10927	1>	3
10928	1023	3
10929	114	3
10930	12:31	3
10931	12%	3
10932	1400	3
10933	1500	3
10934	1837	3
10935	1870	3
10936	1890	3
10937	19:19	3
10938	19%	3
10939	1941	3
10940	1962	3
10941	1965	3
10942	1968	3
10943	1999	3
10944	20,000	3
10945	20:13	3
10946	2016	3
10947	2050	3
10948	228,000	3
10949	23%	3
10950	25:44	3
10951	25%	3
10952	26th	3
10953	3,000	3
10954	3/4	3
10955	305	3
10956	34%	3
10957	36	3
10958	4.7%	3
10959	43	3
10960	46%	3
10961	49%	3
10962	50p	3
10963	54%	3
10964	55-hour	3
10965	57	3
10966	59%	3
10967	5ft	3
10968	60+	3
10969	61	3
10970	63	3
10971	63%	3
10972	64,000	3
10973	66%	3
10974	68	3
10975	68%	3
10976	69	3
10977	7:23	3
10978	74%	3
10979	77	3
10980	78	3
10981	81%	3
10982	82%	3
10983	83	3
10984	84	3
10985	89	3
10986	9%	3
10987	900	3
10988	93	3
10989	98.6%	3
10990	9th	3
10991	aaw	3
10992	abandoned	3
10993	abbott	3
10994	abbreviation	3
10995	ably	3
10996	aboard	3
10997	abofc	3
10998	aborting	3
10999	about'	3
11000	absolutist	3
11001	abundance	3
11002	abysmal	3
11003	abyss	3
11004	accent	3
11005	accommodation	3
11006	accomplishment	3
11007	accursed	3
11008	acne	3
11009	acolyte	3
11010	acquiesce	3
11011	activate	3
11012	acute	3
11013	adamantly	3
11014	adams	3
11015	addendum	3
11016	addison	3
11017	adept	3
11018	adj	3
11019	admiring	3
11020	adversity	3
11021	advisory	3
11022	aesthetic	3
11023	aethy	3
11024	affluent	3
11025	afoot	3
11026	aggravate	3
11027	agitation	3
11028	agonise	3
11029	agressive	3
11030	agriculture	3
11031	airwave	3
11032	airway	3
11033	albino	3
11034	alienation	3
11035	alinsky	3
11036	alistair	3
11037	alledge	3
11038	allied	3
11039	aloud	3
11040	alternate	3
11041	alway	3
11042	amateur	3
11043	ambiguity	3
11044	ameliorate	3
11045	amiss	3
11046	amnesty	3
11047	amoeba	3
11048	analogously	3
11049	analytical	3
11050	anarchist	3
11051	anderton	3
11052	androgynous	3
11053	anecdotal	3
11054	anglo-catholic	3
11055	anglo-catholics	3
11056	anguish	3
11057	anna	3
11058	annoye	3
11059	annule	3
11060	annullment	3
11061	ant	3
11062	antagonize	3
11063	antecedent	3
11064	anthem	3
11065	anti-children	3
11066	anti-human	3
11067	anti-intellectual	3
11068	anti-racist	3
11069	anti-science	3
11070	anti-semite	3
11071	anti-semitic	3
11072	anticipate	3
11073	antidote	3
11074	antonio	3
11075	apace	3
11076	apocalyptic	3
11077	appeasement	3
11078	appeaser	3
11079	applause	3
11080	applicant	3
11081	appropriation	3
11082	approximation	3
11083	aquinas	3
11084	architecture	3
11085	argentine	3
11086	argentinian	3
11087	arithmetic	3
11088	arrival	3
11089	arrogantly	3
11090	artefact	3
11091	arthurmo	3
11092	artifact	3
11093	ascendency	3
11094	ascent	3
11095	asda	3
11096	asexually	3
11097	asinine	3
11098	aspirational	3
11099	aspirin	3
11100	assassination	3
11101	asteroid	3
11102	astonish	3
11103	astonished	3
11104	astronomy	3
11105	athlete	3
11106	atrocious	3
11107	attachment	3
11108	attest	3
11109	attlee	3
11110	attracted	3
11111	attractiveness	3
11112	audible	3
11113	auschwitz	3
11114	austen	3
11115	austria	3
11116	authenticity	3
11117	auto-cue	3
11118	autocratic	3
11119	aver	3
11120	avow	3
11121	aztec	3
11122	b&bs	3
11123	b=drb&	3
11124	babel	3
11125	baboon	3
11126	backencher	3
11127	bacterial	3
11128	baffled	3
11129	balding	3
11130	balkans	3
11131	balloon	3
11132	bankruptcy	3
11133	banning	3
11134	baptise	3
11135	barbarous	3
11136	barbary	3
11137	bargepole	3
11138	barker	3
11139	barman	3
11140	barmy	3
11141	barrett	3
11142	barring	3
11143	barrister	3
11144	bases	3
11145	basher	3
11146	basket	3
11147	bathwater	3
11148	battlefield	3
11149	be'	3
11150	beautifully	3
11151	bedfellow	3
11152	bedridden	3
11153	beethoven	3
11154	beget	3
11155	begining	3
11156	beleaguered	3
11157	bellisario	3
11158	benchmark	3
11159	benighted	3
11160	benjio	3
11161	benton	3
11162	bereavement	3
11163	berk	3
11164	berlinguer	3
11165	berlusconi	3
11166	berry	3
11167	best-integrated	3
11168	bestial	3
11169	betty	3
11170	bevan	3
11171	bianca	3
11172	bib	3
11173	bible-basher	3
11174	bibles	3
11175	bidding	3
11176	bigamous	3
11177	biggoted	3
11178	bigotry.	3
11179	bigotted	3
11180	biography	3
11181	biogt	3
11182	birthright	3
11183	bish	3
11184	bishop'e	3
11185	bitchy	3
11186	blake	3
11187	blaspheme	3
11188	blasphemous	3
11189	blather	3
11190	blink	3
11191	blissfully	3
11192	blocking	3
11193	blogosphere	3
11194	bloodline	3
11195	bloodthirsty	3
11196	bloom	3
11197	blot	3
11198	bohemond	3
11199	bojo	3
11200	bombastic	3
11201	bona	3
11202	bondage	3
11203	bonfire	3
11204	bonk	3
11205	bonnet	3
11206	booth	3
11207	boringly	3
11208	borrowing	3
11209	boswell	3
11210	bourne	3
11211	bp	3
11212	bra	3
11213	brahma	3
11214	brass	3
11215	breadth	3
11216	bressington	3
11217	brick	3
11218	bridesmaid	3
11219	briefing	3
11220	brilliance	3
11221	bringeth	3
11222	bro'	3
11223	broker	3
11224	broomstick	3
11225	brotherly	3
11226	browser	3
11227	brute	3
11228	buff	3
11229	buggering	3
11230	bulgaria	3
11231	bulldozer	3
11232	bullied	3
11233	bump	3
11234	bun	3
11235	bunker	3
11236	burglar	3
11237	burglary	3
11238	burial	3
11239	burkha	3
11240	busybody	3
11241	bygone	3
11242	c4em	3
11243	c65million	3
11244	ca-moron	3
11245	cafeteria	3
11246	cage	3
11247	calendar	3
11248	cambodia	3
11249	cameroonian	3
11250	canadarestrictions	3
11251	canal	3
11252	cancellation	3
11253	cancerous	3
11254	candour	3
11255	canine	3
11256	cannabis	3
11257	canvas	3
11258	capitulation	3
11259	captainssherlock	3
11260	captainsw	3
11261	captive	3
11262	captivity	3
11263	carbon	3
11264	carefree	3
11265	careless	3
11266	carnation	3
11267	carpenter	3
11268	cased	3
11269	cassandra1963	3
11270	castle	3
11271	catalogue	3
11272	catchy	3
11273	categorical	3
11274	caterer	3
11275	catimandua	3
11276	ce	3
11277	cecil	3
11278	celebrated	3
11279	celtic	3
11280	censore	3
11281	centre-ground	3
11282	centrist	3
11283	centuries-old	3
11284	cf.	3
11285	chalk	3
11286	changeable	3
11287	changed	3
11288	changes	3
11289	chapel	3
11290	characterisation	3
11291	charismatic	3
11292	charlton	3
11293	charm	3
11294	chauffeur	3
11295	chauvanist	3
11296	chav	3
11297	checkmate	3
11298	cheerful	3
11299	cheerfully	3
11300	cheerleader	3
11301	cheque	3
11302	chestnut	3
11303	chicanery	3
11304	chiefly	3
11305	children'	3
11306	chime	3
11307	chipping	3
11308	choo	3
11309	chose	3
11310	christ-like	3
11311	christain	3
11312	christendom	3
11313	christening	3
11314	chritianity	3
11315	chuch	3
11316	chuckle	3
11317	chuff	3
11318	chunter	3
11319	churlish	3
11320	chute	3
11321	circulate	3
11322	circumvent	3
11323	citizen'	3
11324	citizenry	3
11325	civilising	3
11326	civility	3
11327	claiming	3
11328	clap	3
11329	clare	3
11330	clark	3
11331	clarke	3
11332	classmate	3
11333	cleanse	3
11334	cleopatra	3
11335	clinically	3
11336	clipboard	3
11337	closed-mindedness	3
11338	closest	3
11339	closeted	3
11340	clothe	3
11341	clumsily	3
11342	co-religionist	3
11343	co2	3
11344	coal	3
11345	cobble	3
11346	cocktail	3
11347	cod	3
11348	cohesive	3
11349	coldly	3
11350	collaborate	3
11351	collaborator	3
11352	collectivist	3
11353	colonial	3
11354	colore	3
11355	comme	3
11356	commoner	3
11357	communions	3
11358	communitarianism	3
11359	companise	3
11360	compatriot	3
11361	compile	3
11362	complacent	3
11363	complaining	3
11364	complicate	3
11365	complication	3
11366	complicit	3
11367	comprehensively	3
11368	compute	3
11369	conceptual	3
11370	conceptually	3
11371	concerted	3
11372	concious	3
11373	condon	3
11374	confetti	3
11375	confidently	3
11376	confiscate	3
11377	conman-servatives	3
11378	conscientiously	3
11379	consciously	3
11380	consern	3
11381	consort	3
11382	constantinople	3
11383	consulting	3
11384	consumerism	3
11385	contagion	3
11386	contagious	3
11387	contaminate	3
11388	contemptuous	3
11389	contracepting	3
11390	contracting	3
11391	contraction	3
11392	contravention	3
11393	contrived	3
11394	control-freak	3
11395	converge	3
11396	converse	3
11397	conveyor	3
11398	convicted	3
11399	coprophilia	3
11400	corps	3
11401	correspondence	3
11402	cosmetic	3
11403	cotton	3
11404	courteous	3
11405	covetousness	3
11406	coy	3
11407	crafted	3
11408	craig	3
11409	creativity	3
11410	credulous	3
11411	cretinous	3
11412	criminalisation	3
11413	cripple	3
11414	crompton	3
11415	croquet	3
11416	crouchback	3
11417	crucially	3
11418	crumb	3
11419	crusader	3
11420	crusaders	3
11421	crutch	3
11422	cryptic	3
11423	cubit	3
11424	cuddle	3
11425	culprit	3
11426	culti	3
11427	cumbersome	3
11428	curia	3
11429	cursory	3
11430	custard	3
11431	custodian	3
11432	cut-off	3
11433	cyprus	3
11434	d.	3
11435	da	3
11436	dalai	3
11437	dalek	3
11438	damaged	3
11439	dammit	3
11440	danra	3
11441	dans	3
11442	daresay	3
11443	darken	3
11444	dash	3
11445	dated	3
11446	dave'	3
11447	davidh	3
11448	daylight	3
11449	daz	3
11450	deaconaugustine	3
11451	dead-end	3
11452	deadbeat	3
11453	deal-breaker	3
11454	dealing	3
11455	dean	3
11456	deary	3
11457	decently	3
11458	deceptive	3
11459	decidedly	3
11460	decimal	3
11461	deconstruct	3
11462	deconstruction	3
11463	decorative	3
11464	decreasing	3
11465	decriminalisation	3
11466	deduce	3
11467	deduction	3
11468	deepen	3
11469	defective	3
11470	defector	3
11471	defeminisation	3
11472	deference	3
11473	deficit'	3
11474	definitively	3
11475	degeneracy	3
11476	degeneration	3
11477	dehumanise	3
11478	dei	3
11479	delingpole	3
11480	demented	3
11481	demography	3
11482	demons	3
11483	demoralisation	3
11484	demoralise	3
11485	denizen	3
11486	denominational	3
11487	denunciation	3
11488	depiction	3
11489	deploye	3
11490	deposit	3
11491	dept	3
11492	derange	3
11493	deranged	3
11494	deregulate	3
11495	deserved	3
11496	deservedly	3
11497	designated	3
11498	designation	3
11499	desk	3
11500	despotic	3
11501	destabilize	3
11502	detached	3
11503	detective	3
11504	deterministic	3
11505	detestation	3
11506	deus	3
11507	devoutly	3
11508	diabetes	3
11509	diabolical	3
11510	dickens	3
11511	diehard	3
11512	diginity	3
11513	dignify	3
11514	dining	3
11515	dirac	3
11516	disappearing	3
11517	disavow	3
11518	discontent	3
11519	discouraging	3
11520	discreetly	3
11521	disembowel	3
11522	disibility	3
11523	disillusionment	3
11524	disintegrate	3
11525	disputed	3
11526	disreputable	3
11527	disruptive	3
11528	disselective	3
11529	dissident	3
11530	dissimilar	3
11531	dissonance	3
11532	dissuade	3
11533	distinctly	3
11534	distorting	3
11535	do-gooder	3
11536	docbiodax	3
11537	dock	3
11538	dodo	3
11539	doe	3
11540	doomed	3
11541	doorstep	3
11542	double-think	3
11543	doubtlessly	3
11544	doughnut	3
11545	douglas	3
11546	dover	3
11547	down-to-earth	3
11548	down'	3
11549	downstairs	3
11550	drawback	3
11551	dreaded	3
11552	dregs	3
11553	dropping	3
11554	drought	3
11555	drugged	3
11556	druth	3
11557	ducky	3
11558	duplicate	3
11559	duplicitous	3
11560	dutch	3
11561	dwelling	3
11562	dynastic	3
11563	e-petition	3
11564	earlofbrigand	3
11565	earned	3
11566	earnest	3
11567	ecclesiaphobia	3
11568	economist	3
11569	ecumenism	3
11570	edf	3
11571	edinburgh	3
11572	eds	3
11573	eec.	3
11574	efficacy	3
11575	eg.	3
11576	egocentric	3
11577	ehcr	3
11578	eighteen	3
11579	eighty	3
11580	elbow	3
11581	eldest	3
11582	elle	3
11583	ellen	3
11584	eloi	3
11585	elvis	3
11586	em	3
11587	emasculation	3
11588	embassy	3
11589	embittered	3
11590	embolden	3
11591	emit	3
11592	employed	3
11593	encapsulate	3
11594	encyclical	3
11595	endgame	3
11596	enfeeblement	3
11597	england/church	3
11598	enjoyable	3
11599	entanglement	3
11600	enthusiastically	3
11601	entrenched	3
11602	entrepreneur	3
11603	eot	3
11604	ephemeral	3
11605	epigenetic	3
11606	equalisation	3
11607	equilibrium	3
11608	ersatz	3
11609	erstwhile	3
11610	est	3
11611	estimation	3
11612	estranged	3
11613	ethically	3
11614	eu.	3
11615	eunuchs	3
11616	eurocrat	3
11617	eurozone	3
11618	euthanasia	3
11619	evans	3
11620	eventual	3
11621	everytime	3
11622	evidential	3
11623	evo	3
11624	evolving	3
11625	ex-tory	3
11626	exacerbate	3
11627	exceptionalism	3
11628	excercise	3
11629	excessively	3
11630	excited	3
11631	exclaim	3
11632	expend	3
11633	experienced	3
11634	experimentation	3
11635	expiration	3
11636	explosion	3
11637	exponentially	3
11638	exquisite	3
11639	extant	3
11640	extermination	3
11641	extortion	3
11642	extra-legal	3
11643	extra-marital	3
11644	extraction	3
11645	extrapolation	3
11646	eyebrow	3
11647	eyeglass	3
11648	f***ing	3
11649	f**k	3
11650	f*cking	3
11651	fabs	3
11652	facism	3
11653	fallible	3
11654	falsity	3
11655	familial	3
11656	famously	3
11657	fanatically	3
11658	far-fetched	3
11659	far-left	3
11660	farrage	3
11661	farther	3
11662	fascistic	3
11663	father-in-law	3
11664	fco	3
11665	fearless	3
11666	feck	3
11667	fecund	3
11668	federation	3
11669	feminisation	3
11670	feotus	3
11671	ferguson	3
11672	ferry	3
11673	fertilisation	3
11674	festering	3
11675	fete	3
11676	fetus	3
11677	fevered	3
11678	fictitious	3
11679	fiddling	3
11680	fide	3
11681	fiercely	3
11682	finely	3
11683	finite	3
11684	fishy	3
11685	five-year-old	3
11686	flagellum	3
11687	flamboyant	3
11688	flash	3
11689	flattery	3
11690	flightless	3
11691	flip	3
11692	flippancy	3
11693	floating	3
11694	flu	3
11695	foggy	3
11696	fold	3
11697	fools	3
11698	footage	3
11699	forefront	3
11700	foregone	3
11701	forehead	3
11702	fork	3
11703	formative	3
11704	fostering	3
11705	foucault	3
11706	fourfoot	3
11707	fourteen	3
11708	foxie	3
11709	frailty	3
11710	francisco	3
11711	frankie	3
11712	fraudster	3
11713	freedom'	3
11714	fried	3
11715	frightful	3
11716	fro	3
11717	frying	3
11718	fubarroso	3
11719	fulminate	3
11720	fundament	3
11721	fusion	3
11722	g.k.chesterton	3
11723	gabriele	3
11724	galilee	3
11725	gallery	3
11726	ganesh	3
11727	gaol	3
11728	gardener	3
11729	gasp	3
11730	gateway	3
11731	gatwick	3
11732	gauge	3
11733	gay-bashing	3
11734	gaymarry	3
11735	gaystapo	3
11736	geece	3
11737	generali	3
11738	gentl	3
11739	geoffsale	3
11740	gerald	3
11741	gerard	3
11742	gerbil	3
11743	geriatric	3
11744	germanicusrex	3
11745	gibbon	3
11746	gifted	3
11747	giraffe	3
11748	girl'	3
11749	giving	3
11750	glenda	3
11751	glenfiddich	3
11752	glenn	3
11753	glimpse	3
11754	glindon	3
11755	globalisation	3
11756	gloss	3
11757	glow	3
11758	gmt	3
11759	goblin	3
11760	god-man	3
11761	godhead	3
11762	godsiff	3
11763	golly	3
11764	gorgeous	3
11765	gothic	3
11766	gown	3
11767	gpsang	3
11768	graciously	3
11769	grammatically	3
11770	grandeur	3
11771	grandma	3
11772	grandson	3
11773	grandstanding	3
11774	gras	3
11775	grasping	3
11776	graven	3
11777	graves	3
11778	greasy	3
11779	greenwich	3
11780	grim	3
11781	grumble	3
11782	guesswork	3
11783	guile	3
11784	guinea	3
11785	gum	3
11786	hacker	3
11787	hadrian	3
11788	haemophilia	3
11789	haemorrhage	3
11790	hah	3
11791	halfway	3
11792	hallucination	3
11793	halve	3
11794	hamster	3
11795	hamstrung	3
11796	handcart	3
11797	handfasting	3
11798	handler	3
11799	handy	3
11800	hanker	3
11801	hanuman	3
11802	harangue	3
11803	harass	3
11804	hardness	3
11805	hare	3
11806	harmonise	3
11807	harpenden	3
11808	harperson	3
11809	hasty	3
11810	hate-crime	3
11811	hating	3
11812	haughty	3
11813	hav	3
11814	hayes	3
11815	heady	3
11816	hearted	3
11817	heartening	3
11818	heathrow	3
11819	heffer	3
11820	hegemony	3
11821	heinrich	3
11822	helluva	3
11823	helping	3
11824	hen	3
11825	herder	3
11826	hererosexual	3
11827	heritable	3
11828	heroin	3
11829	hetero-	3
11830	hetero-sexual	3
11831	hideously	3
11832	high-profile	3
11833	hilarity	3
11834	him/herself	3
11835	hinge	3
11836	historicity	3
11837	hitchens	3
11838	hmmmmmm	3
11839	hobbit	3
11840	hoc	3
11841	hollowing	3
11842	holmes	3
11843	homesexual	3
11844	homo-marriage	3
11845	homogeneity	3
11846	homosex	3
11847	homovox	3
11848	homsexuality	3
11849	hong	3
11850	hood	3
11851	hooker	3
11852	horrific	3
11853	horse'	3
11854	hospitality	3
11855	hove	3
11856	howarth	3
11857	hsbc	3
11858	hugoandfreddie	3
11859	humanae	3
11860	humanism	3
11861	humanoid	3
11862	hurl	3
11863	husband/wife	3
11864	huskie	3
11865	hyperbolic	3
11866	iancameron	3
11867	ib	3
11868	icing	3
11869	idealist	3
11870	identicality	3
11871	iforgetwhere	3
11872	ight	3
11873	ikon	3
11874	illegality	3
11875	illogicality	3
11876	illuminati	3
11877	illustrious	3
11878	imbecilic	3
11879	imbue	3
11880	imitate	3
11881	immigrating	3
11882	impair	3
11883	impasse	3
11884	impersonation	3
11885	implied	3
11886	imposter	3
11887	impotently	3
11888	impoverished	3
11889	imprisoned	3
11890	improper	3
11891	impute	3
11892	in-depth	3
11893	in-vitro	3
11894	inanity	3
11895	inborn	3
11896	inbreeding	3
11897	incantation	3
11898	incline	3
11899	incomplete	3
11900	incontinent	3
11901	incorporation	3
11902	incorrectly	3
11903	incorruptible	3
11904	incredulity	3
11905	incremental	3
11906	independant	3
11907	index	3
11908	indicative	3
11909	indignation	3
11910	indiscriminately	3
11911	indissoluble	3
11912	individualist	3
11913	individualistic	3
11914	indoors	3
11915	indulgent	3
11916	industrialist	3
11917	ineligible	3
11918	inequality'	3
11919	infamy	3
11920	infantilism	3
11921	infinity	3
11922	inflated	3
11923	informal	3
11924	inherited	3
11925	inhibition	3
11926	inimitable	3
11927	injured	3
11928	inseminate	3
11929	insensitive	3
11930	insensitivity	3
11931	insertion	3
11932	insignificance	3
11933	inspirational	3
11934	inspite	3
11935	insure	3
11936	intensity	3
11937	intensive	3
11938	intentional	3
11939	interacial	3
11940	interest'	3
11941	interfaith	3
11942	internationalist	3
11943	interrogation	3
11944	intertwine	3
11945	intimately	3
11946	intimidating	3
11947	intuition	3
11948	inundate	3
11949	invective	3
11950	inverted	3
11951	ipa	3
11952	ipsos	3
11953	irk	3
11954	irksome	3
11955	irrationally	3
