lemma,f
obsolescence,3
43-year-old,4
pre-raphaelite,1
300-year-old,1
redemption,49
feather-bedding,1
embittered,4
cliff-edge,5
disgruntle,2
iranian,25
pittance,7
globalisation,61
adieu,1
autumn-winter,2
vim,1
stroppy,2
crawl,14
ill-gotten,3
capitalist,37
diffusion,1
woolly,9
science,158
affordability,23
trespass,2
pre-industrial,2
sigh,53
ail,40
pre-announced,7
generalisation,6
rung,1
inaccessible,1
down,26
ringside,2
disengage,3
twerk,2
fortnight,92
hmrc,32
tub,9
three-pronged,4
post-recession,8
shakeup,3
genetics,2
announce,1213
lusty,2
map,112
constable,27
dependant,9
chipper,4
foreclose,3
shirt,118
manifest,30
stone-built,2
escapade,3
translucent,3
token,31
unveiling,13
fish,92
variety,98
birthplace,17
care-home,1
polytechnic,1
consoling,1
surround,162
quicken,10
soundscape,2
re-consider,1
wait,553
snip,8
luminous,5
turmoil,254
correspond,11
debt-servicing,2
debtor,168
seem,2321
administrator,32
recklessness,12
mooring,4
recharge,7
light-hearted,3
job-share,1
prolong,35
scary,39
rudd,2
hung,79
miraculous,20
recorded,5
instinct,93
habitual,4
delicacy,16
knick-knack,1
dippy,1
sanitiser,2
precarious,22
girder,3
hitch,9
sledge,1
stereo,9
non-fiction,7
parishioner,2
granny,20
parenting,9
oil-rich,4
preferable,25
five-point,4
armistice,2
tanking,1
leftist,112
non-runner,1
melt,40
criminality,13
phoenix,1
calvinist,7
ditto,2
insomniac,1
proscribe,1
violent,149
16-nation,1
effortful,1
lick,14
inundate,9
bewail,1
weather-related,4
idiosyncratic,10
infill,3
masochistic,4
rent-free,3
ian,2
fabulousness,2
bloodsh,2
hard-press,1
sell,1114
reinstatement,2
decentralise,2
pollous,4
onside,5
erudite,3
multilayered,2
interface,1
bard,2
unmerited,2
lisp,4
rapacious,10
get-out,3
clear,1716
variable,35
unanimity,6
highest-profile,2
spawn,25
mode,47
dalliance,6
leftism,2
once-mighty,1
stress,365
deep-sea,2
nestle,15
orgy,12
fab,1
toxify,1
tabulate,1
scrap,313
envoy,10
tinted,2
implausibility,1
hour,791
pair,197
twentieth,2
us-backed,1
own-label,6
shyster,1
mega,7
animosity,13
seaboard,2
military-inspired,1
gazebo,3
pen-pusher,1
tong,1
austerity-battered,1
embonpoint,1
financial,3047
doom,136
alienate,41
flanking,1
five-star,30
sceptic,27
intuitive,8
unforgiving,10
civvy,2
tardy,2
asphyxiation,14
stipend,5
energy-saving,1
exaggerated,16
allure,11
army,128
antipodean,6
violate,52
crepuscular,2
befitting,2
funder,9
17-day,2
recurrence,2
teaspoon,13
initiation,3
maim,1
achieve,723
quarterly,122
clunky,4
multi-faceted,3
glaswegian,3
waver,15
incensed,4
mazurka,1
contribution,427
deflationist,1
falsification,2
statement,512
disagreement,53
50-something,1
stakehold,1
clipboard,4
derange,1
senior,839
freak,17
get-up,3
diffident,1
fade,72
aerial,12
swagger,9
scorched,2
four-part,2
incompatibility,2
grater,2
timebomb,6
star-crossed,1
under-secretary,1
free-trade,4
view,2019
right-on,5
sect,4
balinese,1
hard-fought,3
penniless,11
containable,3
harpsichord,2
mini-festival,1
impart,6
emphatic,18
disavow,2
housebuilder,36
manoeuvring,5
fifth,230
commence,6
stereotyped,2
enjoy,747
uptick,10
deferment,1
spd,19
all-action,1
kneel,3
rid,110
movie,83
arch-villain,2
cab,14
fairweather,2
galvanise,31
cross-spectrum,1
footballer,39
saloon,21
engineering,137
over-heating,2
misdirected,4
disparaged,1
hammer,90
crisis-hit,21
jihad,1
be,154239
latin-american,1
chieftain,2
astonished,7
claret,9
gmb,3
blaster,1
cheerlead,1
sidle,1
trend,419
shone,7
unscathed,24
selfish,30
legalise,17
gap,551
sentance,2
ubiquitous,16
stud,11
uk-wide,11
maw,3
grimy,3
open-hearted,2
growth-enhancing,3
cringe-making,2
blotchy,1
death,464
stupefying,1
ancient,135
charmed,2
concentric,1
foreskin,1
portmanteau,2
delicate,60
film,501
crank,26
anti-american,3
touchy,2
bucolic,8
fulmination,2
armament,1
outsmart,1
grind,90
high-end,26
vis-a-vi,1
bodyguard,5
primitivism,1
speedboat,5
laziness,4
pinion,1
discontinuation,1
health,1055
stressful,12
buxom,1
less-developed,2
pinstriped,1
spoiler,4
obligation,166
siècle,1
drunk,25
impetus,13
butcher,18
fright,19
lightweight,14
move,2054
demutualise,2
bargaining,41
despond,2
corrupted,1
case,1576
respondent,35
thyme,7
lily-livered,2
complicit,17
decamp,11
bombastic,5
reoccupy,1
low,2903
watchmaker,1
pygmy,3
cowboy,3
socialism,47
pitch,146
minefield,21
laser,6
heat-seeking,1
leveson,2
lansley,1
four-decade,2
self-esteem,6
record-break,1
worth,665
last-gasp,5
yes-man,3
enter,369
atomic,15
goodwill,34
achille,2
photography,24
liquidation,17
intrinsic,6
massage,16
bigoted,2
flemish,3
contemplative,3
left-leaning,21
overkill,35
19-year-old,6
tax-funded,1
yogurt,25
respected,57
up-and-coming,2
kebab,2
curve,70
heist,4
gas-fired,4
eruption,19
semi-retired,2
silverware,3
buffoon,2
fuchsia,2
reinforce,122
terrier,4
ill-suited,3
pro-euro,6
barnstorm,2
listing,23
incorporation,1
abuse,144
irritating,10
gastric,1
shut-down,1
environmental,90
barn,8
indecisiveness,2
three-time,1
scottishness,1
lb,36
snare,2
inexpressible,1
deutschemark,3
time-limited,3
bolt-on,2
counter-rumour,1
argyll,2
misplace,34
adoptive,2
surplus,682
panzanellum,1
psephologist,3
officer,515
committed,36
cava,5
meat-eater,3
mew,2
laid-back,8
resurrection,16
spank,1
stupidity,16
tee,3
contactless,2
imitator,2
mannequin,5
abundant,18
year-old,46
jesuitical,3
honorific,1
over-extended,2
bunny,6
siesta,5
rating,1162
encyclopedia,3
fugitive,4
drinkable,1
shouting,2
crowbar,2
more,7236
truancy,3
rumba,1
negate,15
carnation,2
autism,3
roving,1
nah,2
tiding,4
ultra-leftist,1
ash,44
envy,51
saucepan,6
centrality,1
consent,54
charcoal,2
mirror,118
mitigating,1
methadone,3
grasscourt,1
understand,735
persuasive,23
swimmer,7
editor,177
unravelling,11
twice,1
skimpy,2
straight-set,1
midlife,2
send-up,1
unfettered,13
unbranded,1
stopper,2
pyrrhic,8
abandon,395
hm,60
put-down,5
deletion,2
revisit,38
unravel,65
wacky,5
unabashed,5
instantaneous,2
produce,612
whisk,22
perimeter,3
croon,1
bookstore,1
unsafe,9
obamacare,2
time,6943
nappy,8
lighten,6
fishing,42
corrupt,65
physicality,5
unseated,2
rite-of-passage,1
ke,1
labour-green,1
squirrel,15
furlong,1
dodo,2
trade-off,21
house-price,2
two-month,9
quilted,3
phantom,6
wanted,3
everyone,732
recluse,2
post-race,1
h,23
socket,8
65-year-old,5
emancipation,4
postpone,80
scunthorpe,2
sf,6
brownie,3
horoscope,3
chancellor,657
voyage,34
horsey,3
classic,232
sup,1
avuncular,2
bail-out,2061
calibrate,17
change-agent,1
acquirer,3
misfire,2
wangle,2
detritus,11
cabana,1
aphorism,3
high-intensity,1
eternity,6
life-changing,6
pile-up,5
lachrymose,1
tribute,80
rind,4
alley,11
oxymoronic,5
wipeout,10
kitchen,186
vessel,30
dogmatic,9
disabuse,4
oscar-nominated,2
hawker,2
swiftian,1
reassure,159
three-star,9
clothing,107
hot-air,1
crackdown,55
nest,18
methane,4
livid,11
fm,4
quarter-point,6
unfeigned,1
skewered,1
odiousness,1
bunting,16
monstrous,19
matchless,5
thrombosis,2
purvey,2
outlook,531
representation,29
subway,4
no-hoper,1
briefing,58
funnel,22
propaganda,41
visor,3
displace,14
eu-imposed,25
open-necked,2
far-reaching,41
crust,7
memorise,2
profession,62
self-conscious,2
bite,217
clove,7
hypnotic,4
post-crisis,21
deflator,7
heated,32
deal-making,3
forecasting,67
cheerleading,3
immunisation,5
attorney-general,2
null,1
bosnian,6
restrained,15
sparkle,14
induction,3
bail,280
urbanisation,2
nco,2
incendiary,10
ticket,296
documentary,102
intoxicate,6
hell-for-leather,2
win,1877
roam,8
informative,5
perspicacity,2
bravura,8
jarring,1
decarbonisation,1
indicate,345
eyebrow,50
sun-soaked,1
breather,1
snatched,1
role,776
depict,47
hut,18
government-led,1
furry,4
photobook,1
unelectable,13
monoglot,1
throw,487
pyjamas,5
beer-swilling,2
combust,3
super-smart,1
soft-spoken,2
calligraphy,1
overseas,188
resurgent,23
chick-lit,12
brazenness,1
re-export,2
broking,4
microscope,6
coercion,14
cushy,2
greece-style,1
gush,7
bent,40
decor,11
redraft,5
deductibility,1
plane,119
capitalise,33
contrive,2
gait,4
newcastle-based,1
eviction,7
preen,4
agency,520
likeminded,3
namecheck,4
chastisement,2
full-skirted,2
supermodel,8
simplification,23
endearing,8
muchness,1
follow-through,2
enthral,4
knell,6
deputy,275
slight,88
clean-cut,3
parable,5
two-up,1
coffee,118
four-cylinder,7
bullishness,5
strangulation,3
acqui,3
doctor,315
wi-fus,12
14-year,11
paternalistic,5
quiz,22
marxist,33
etiquette,19
callout,2
gorge,10
brood,8
horse-riding,1
battleline,1
cyber,15
petit,2
overcome,118
hump,2
cashpoint,4
indomitable,2
resistant,12
run-in,5
log,40
acrid,4
logger,1
assignation,1
popularity,127
real-world,4
halloumus,1
land-based,2
heath,2
dramati,1
expound,7
amend,20
confiscate,10
perversity,2
unmade,3
much-derided,1
chic,60
kleptocrat,2
assisted,7
snook,1
wannabe,7
value-for-money,1
travels,18
complacent,34
inexpensive,7
2000,4
typo,5
boost,1005
flash,93
intentioned,3
particulier,1
top-price,2
preachy,2
handcuff,3
threesome,1
drugmaker,4
popularise,5
porsch,1
crease,6
slosh,2
cherrypick,2
atg,9
tarnish,18
unforced,3
ball,233
nobel-prizewinning,1
lampoon,7
spot-kick,1
onesy,1
nuclear,331
electric,80
eclecticism,1
bridle,6
binge,26
billet-doux,1
brew,22
nugatory,3
clichés,9
patrimony,1
user,64
sputter,14
portrayal,14
opportune,1
pizzazz,2
grouping,20
lake,40
inthe,1
lovin,1
pipe,31
blank,27
commend,15
supercilious,1
carbonated,2
candidate,450
five-ringed,1
haulage,5
re-emerge,5
swastika,5
disguise,83
two-term,2
interception,1
dynastic,3
sheepishness,1
driverless,4
apr,28
over-75,7
fortunate,32
tizzy,2
comfort,150
soul-sapping,2
growth-linked,3
tracking,11
semblance,14
dab,1
brushing,9
unrelenting,3
rootlessness,1
empower,30
fanatical,4
acquisitive,4
recall,201
toilet,14
cobbler,9
grave-digger,1
hunger,28
wi-fi,1
imbecilic,1
belgian,44
judicial,27
tanner,1
inimical,6
charlotte,1
guesthouse,3
chignon,1
deleveraging,66
giraffe,3
cgt,16
reappear,3
ric,4
disillusion,19
grotesque,17
annual,891
jinp,2
intimidate,14
guttural,1
dispense,29
jampack,1
fortysomething,1
montage,3
husbandry,3
victimise,2
aftertaste,2
allergic,4
delimit,2
willpower,3
glorification,2
toolbox,1
water,469
transplant,18
snout,1
various,208
retro,10
filth,6
handbook,6
child-friendly,6
monthly,167
wrapper,7
ah,10
peddler,3
sway,36
geyser,2
shoemaker,2
tory,2
impermanence,1
eczema,2
abdomen,1
buckle,51
correlation,13
slow-baked,1
percussion,1
enigmatic,11
spooky,5
fall-out,14
low-rent,1
slowness,5
mediocre,13
coursework,2
already-fragile,1
mid-point,2
investment,1679
form-filling,4
polar,12
open-plan,8
all-too,1
woodwork,4
co-edited,2
secularist,5
devaluation,269
youngster,58
outflank,15
protection,175
whirling,1
in-or-out,1
ado,1
punching,1
youthful,25
gallon,6
heart-felt,1
machine,197
upbeat,109
gloved,1
economical,6
lightbulb,2
evacuation,12
brink,178
self-harm,3
housecoat,1
street,776
beguile,10
parapet,5
debt-crippled,5
obdurate,1
undisciplined,1
mistrust,13
abba,1
intoxicating,7
birthe,2
employer,269
waterboard,1
opulence,7
florist,11
glee,14
self-immolation,4
solidarity,113
kg,18
refrigerated,2
contract,846
wine,320
boudin,3
frontbencher,13
yup,1
no-one,5
mellifluous,3
tic,3
inventor,8
puppet,12
long-entrenched,1
blackberry,7
lip,45
grope,4
astronomic,3
promising,84
piggy,6
isle,12
super-regulator,2
evince,6
inpatient,1
carpaccio,1
italy,2
physique,1
single-earner,7
boon,17
demolition,16
ipso,1
impossible,376
zero-rated,2
joined-up,6
noughty,5
eaves,1
hiatus,19
capex,2
flicker,24
ordination,1
forward,11
vine,17
stop-go,2
prefer,235
raison,13
plaudit,28
hoo-hah,1
jury,20
bloody-minded,2
uphold,51
doodle,4
bookkeeping,1
taskforce,5
untame,1
shrapnel,2
hardest-working,1
hand,1316
clubbability,1
listen,264
suv,19
indoor,15
scooter-riding,1
orientalism,1
nominal,166
troubling,21
self-deprecating,2
insalubrious,2
hard-pressed,44
exhausting,10
porter,6
self,65
eavesdropping,3
nimrod,3
credential,1
response,499
sorcery,2
vermilion,1
composing,2
drawing,31
nationalist,144
nigh,11
time-frame,2
firebrand,17
handcart,3
op-ed,3
impressionist,1
democracy,395
manufacturing,348
patriarch,2
high-school,1
managerial,22
mature,70
gawp,5
distinct,35
shocker,5
rejig,3
rumpled,1
audacious,15
undue,10
recession,2003
omen,12
sophistry,15
snobbism,1
escalator,15
patching,2
southwestern,3
changeover,2
rebellion,91
renewed,9
exclusivity,8
greatcoat,1
scenario,234
footsoldier,1
floor-length,3
likeness,3
jollity,1
replicate,59
infected,6
scarf,15
undersea,1
giggle,9
scream,74
indentured,3
redeemable,1
marginal,109
live-in,4
handover,10
tire,45
clip-on,1
adrenaline,1
scribbler,8
active,93
conducive,15
courgette,3
ex-growth,1
scan,12
affiliate,10
emblazon,9
nude,10
hillbilly,1
fastforward,2
eviscerate,9
augury,2
nonprofit,1
stand,1131
mince,15
equalweight,2
storyline,10
second-highest,2
littl,1
year-end,21
kus,2
gold-medal,2
rheumatic,2
polka,2
yacht,95
wetland,8
ça,2
upheaval,49
solicit,2
dislodge,7
first-class,34
defaulted,5
nuanced,19
gramophone,1
aftershock,10
smalls,1
canine,2
ground,479
vexed,4
acclimatise,5
countless,37
chute,1
mineral,10
commodify,1
confrontational,10
brokerage,4
retinue,2
fair,417
curtail,36
quad,11
appraisal,12
rudderless,5
anti-jewish,1
90-page,1
unsecured,9
choreograph,7
pacifist,2
ill-defined,2
incontestable,1
award-winning,27
cavernous,8
63-year-old,4
insured,3
attributable,5
retrofit,2
relieved,12
inspired,11
aquatic,5
mortal,12
seduction,3
limey,1
acquiescent,1
bauble,11
blot,5
impudent,1
restaurant,315
bout,60
befall,12
half-demented,1
tutting,1
sim,1
plummet,98
beholden,6
smokescreen,6
meretricious,1
non-jobs,1
showjumping,5
enraptured,1
pound,832
leasing,5
home-building,2
glamorise,1
carillion,1
fatuous,9
sdp,4
extraordinary,201
vest,17
concur,5
kerbside,2
netmum,1
epstein,3
strap,13
mac,2
bearded,5
sophistication,12
butt,9
promiscuous,1
wipe,144
rosemary,5
practise,56
shaker,3
arm-wrestling,1
pistol,21
internalised,1
management,455
quarter-on-quarter,10
azalea,3
paltrow,1
emp,1
brand,393
cardboard,12
specialism,1
stave,87
whistlestop,2
hr,29
scorched-earth,11
follow,1916
talked-about,1
happiness,79
whim,18
distanced,5
paye,3
doublespeak,1
lifeless,1
straight,91
under-recording,2
over-egged,1
unprogressive,1
varnish,6
pancreatic,1
fork,30
public-spirited,2
warranty,6
mini-baby,1
pro-corbyn,1
issuance,30
stump,34
sitter,11
unsound,11
geriatric,2
jester,3
overtake,93
well-liked,2
foolhardy,20
make-do,1
spicing,1
east-west,2
people-watching,1
retreat,210
conflict-affected,1
elapse,4
selling,53
ultra-competitive,1
bleach,1
overstretched,3
surfeit,7
diss,2
pony,14
dealmaker,2
tailfin,1
agenda,406
render,76
pump-priming,4
post-grexit,2
perseverance,5
self-critical,1
shatter,78
vintage,76
tract,14
scuba,2
plus-size,1
blood-curdling,5
welder,2
alacrity,4
guarantee,465
containment,3
newness,3
jurassic,4
primitive,12
long-anticipated,2
bedsit,2
oestrogen,1
gang,71
abused,11
backhanded,1
undies,3
eight-point,1
biotech,11
arbitrage,2
hurtle,15
carta,14
preeminence,1
energy-efficiency,2
misfortune,12
deep-pink,1
gunman,7
float,138
disco,6
mutant,2
euro-style,1
gospel,12
freedom,193
viewer,87
interaction,9
experimentation,7
uncompromising,18
chasm,26
ill-afford,2
communist-led,1
motive,38
celebrated,33
scholarly,4
supernatural,5
impermissible,1
psychic,6
daring,34
sherry,12
university-educated,2
blotch,2
recyclate,3
leftie,6
cross-border,21
bender,1
syllabus,5
mscus,2
eating,32
budgeting,9
townhouse,4
awesome,13
non-believer,1
british,2606
precious,112
dunk,1
anti-gravity,1
gawping,1
exciting,89
tanker,12
changing,1
24-month,1
vice-chancellor,12
merkozy,4
security-cleared,1
post-reunification,3
trifling,3
interesting,176
trophy,36
feed-in-tariff,1
pro-drachma,1
jamaican,9
ex-boss,2
survive,395
packed,27
one-in-three,7
highland,2
trampled,1
firmness,1
pampered,2
tombola,1
impending,30
protected,29
statehood,3
shut,197
anti-european,18
encode,1
silk,50
clump,5
baker,16
spandex,1
free-school,1
obituary,15
neckerchief,2
pollution,18
wrongheaded,2
fondness,8
deprived,3
multi-state,1
aide,129
extrapolate,6
low-rise,2
sino-scottish,1
peril,63
misspend,2
37-month,2
depression,283
infighting,22
boathouse,2
much-vaunted,9
redeem,25
aboriginal,3
departmental,121
stalemate,39
misdiagnose,6
riverbank,5
w,12
norm,54
micro-manager,1
self-mocking,2
miscarry,1
end-of-year,12
squabbling,21
bi-lateral,1
co-host,1
utopian,16
wealth-creating,2
torchbearer,4
grasshopper,1
outvote,11
native-born,1
overegg,1
ride,241
pollster,35
obedience,3
german-born,3
nylon,6
impend,13
ex-king,1
debris,2
nerve-wracking,1
encomium,1
flail,4
comfy,6
carcass,3
stir-fry,1
starch,1
furnishings,17
chock-full,1
troika-imposed,5
100-year-old,1
bombing,39
deduct,7
beehive,3
reunification,22
mechanic,13
shambolic,5
family-size,1
herd,15
cornflake,7
voluntary-sector,1
self-expression,3
attorney,6
entente,1
rightto-buy,1
careful,133
nit-picking,1
psv,5
mucky,1
reading,167
personage,2
uncovered,2
witness,172
claimant,54
loyalist,13
kenyan,1
nurseryman,1
progressive,107
goodbye,25
well-justified,1
merriment,2
decimate,14
litmus,10
housebuyer,2
anorexic,3
braggadocio,2
ill-deserved,1
defective,3
universal,120
violet,7
autograph,8
cancelling,1
stagecraft,2
astute,25
air-raid,1
candlelight,4
ml,16
intentional,5
new-fangled,3
pan-europe,1
cgtp,4
folksy,3
conflicting,8
nostalgist,2
2-year,4
demonstration,88
mitigate,57
euro-enthusiasm,1
statist,11
anti-enterprise,1
implore,12
rigging,1
27-member,1
full-board,1
gam,3
non-opec,6
overdo,29
flip-side,3
coiffure,2
superdry,1
endorsement,54
bod,5
tiredness,3
ratify,52
attribution,1
magnificent,58
expiry,12
shoulder-to-shoulder,2
mid-80,1
one-sided,5
juncker,15
pic,2
dinner,198
preliminary,22
cogitate,1
stocking,9
hydrofoil,1
incur,34
huff,5
racer,6
lambast,22
maldive,2
demon,16
standardised,1
amnesty,7
lucid,9
monster,42
skewing,1
exorcist,1
underwhelm,6
tfl,2
scant,27
petulant,4
self-promotion,3
animation,5
classroom,34
muslim,40
senility,2
ex-mod,1
imperial,33
slapstick,4
acolyte,6
self-generated,2
seasoning,2
mend,62
odour,2
revenge,32
proviso,6
labyrinthine,7
revival,138
untainted,5
menagerie,4
amaze,20
adapt,94
reinstate,25
marine,6
advisable,5
re-profiling,1
kindling,2
concordat,2
stately,22
masking,1
full-fledged,8
sledgehammer,8
bubbly,6
a-road,3
soap,35
ambitious,186
wife,466
citation,6
restive,6
misinterpret,1
de-couple,1
evolve,60
anxious,72
tablet,15
high-rise,4
mus,1
boxfresh,1
boil,80
galician,5
wealth-creator,5
manor,14
curmudgeonly,1
flotsam,3
trained,6
under-funded,1
candour,12
black-clad,1
trio,44
positivity,1
er,26
dogged,7
value-based,3
elitism,4
sceptical,87
domed,2
conscription,2
california-style,2
adequacy,1
list,584
faustian,4
mutinous,7
tone,189
abstruse,3
snobbish,6
non-inflationary,3
localist,1
union,1926
prose,21
crime-fighting,3
finger-wagging,1
inhuman,4
wane,42
transatlantic,17
exhibitionism,2
commonly-held,1
constructive,42
carbohydrate,1
bob,10
helpline,1
uninvestable,1
triumphant,28
sneer,21
co-manage,1
non-resident,2
rationing,51
attentive,12
somebody,60
gastronomic,5
gelatine,1
congressman,15
exude,12
processional,1
ship-building,1
moderation,10
rc,3
spitfire,1
austerity-defying,1
macroeconomist,1
newscaster,1
peaceful,39
chef,96
truce,11
100-minute,1
jet,159
denunciation,13
ostrich,6
clockwork,5
31-year-old,4
shortsighted,5
non-trivial,1
primus,1
punch,81
pontiff,6
vindictive,9
wellness,2
nigerian,9
semi-mystical,1
specialised,8
grise,2
ladylike,1
climbing,1
affordable,126
uncontainable,2
intent,79
blister,16
hazelnut,9
bazaar,3
squishy,2
liberty,45
hand-picked,7
meanwhile,1
decriminalise,5
wrath,23
main-house,2
dispossessed,7
graveside,1
qua,1
apposite,4
fellate,1
donate,56
imbroglio,5
clinging,3
ground-attack,1
constitution,110
genial,6
over-zealous,3
cardy,1
brechtian,4
talent,181
attainable,1
feign,2
insignia,2
bling,18
frenzied,6
swiss,98
portable,8
versatility,6
14-strong,1
two-bed,2
g,37
age-related,17
delphic,3
flared,2
stability,622
rational,56
non-protected,6
mystify,4
nylons,5
powerlessness,6
unarmed,1
order,1313
call-centre,3
countrywide,2
appendix,1
generic,38
sociologist,7
rostrum,1
reporter,99
roadside,10
writhe,3
paper,327
gnome,6
glad,31
grittiness,1
outmanoeuvre,8
diocese,3
authenticate,1
alpine,13
referee,3
undefended,1
mythologise,2
trapped,2
warsus,1
withstand,66
relapse,39
across-the-board,9
migraine,2
contort,2
ability,398
cushioning,1
soft-headed,1
self-respecting,2
stammering,1
sharpen,16
vocation,4
absolved,1
altruist,3
scare,87
distorted,11
first-hand,14
high-water,7
cull,49
swissie,2
interloper,2
better-paid,1
zloty,2
cachet,5
confines,6
precooked,1
westerner,1
disposal,56
funk,16
standup,1
democratic,273
non-standard,4
poster-child,6
savill,5
riskiness,2
demoralising,2
circuit-breaker,1
putin,4
bunion,1
above-target,9
transformative,12
digestible,3
founder,131
gestational,1
unwilling,69
stand-alone,9
alumnus,10
redacted,1
turnover,108
rejuvenation,5
brigadier,2
multi-channel,1
donor,91
ltro,42
epistle,4
purpose,265
paediatrics,2
run-up,96
scrooge-like,5
loath,9
re-emerging,1
stubby,1
complaint,108
parking,60
a-plus,2
unsettling,20
culpability,2
archipelago,8
inaugural,21
registration,23
chickpea,4
muggle,1
co-payment,1
patriot,8
windy,6
labour-intensive,2
fur,17
cartoon-like,1
look-out,2
diamond-encrusted,1
blindness,8
commentate,1
basil,1
bien,4
elimination,10
astronomical,9
ringmaster,2
roar,54
32-year-old,7
eight-day,11
sound-money,1
deselection,8
buffoonery,1
underpin,110
demobilisation,8
far-fetched,3
ex-eu,1
dress,493
burlesque,3
criminalisation,1
metropolitan,22
undress,4
scruff,3
blue-chip,85
fob,3
attendee,7
unorthodox,7
reappearance,3
figleaf,1
disallow,1
expletive,1
faulty,4
finn,9
jordanian,4
rename,17
ever-higher,3
prima,4
alchemist,3
hammock,4
relegate,23
recalculate,3
life-limiting,1
vocalist,6
wood-panelled,1
ratepayer,2
staircase,15
battery,24
compartment,4
industrial,466
diabolical,5
zero,7
unsteady,1
tip-toe,1
non-german,1
keen,250
fatale,1
civilise,3
tory-led,11
5-3,1
gradualist,1
souvenir,13
fourth-quarter,15
tog,1
happen,1503
shipping,39
top-end,8
credo,3
committee,326
negligence,7
postcard,5
prison-building,1
derby,3
determinism,3
multi-polar,1
false,119
thief,27
accomplish,25
spring-clean,1
cozy,1
renege,38
cooperate,9
footing,58
salty,8
stove,10
two-storey,1
edit,33
top-grade,2
ennoble,1
four-week,1
riddled,14
harp,5
moody,3
fundamental,277
imagery,27
frankfurt-based,3
numeracy,5
frontiere,1
ameliorate,2
level,2294
fourth-biggest,4
madhouse,7
verde,1
stasis,2
1800,1
survival,100
lad,28
hilltop,1
pitchfork-wielding,1
supply-chain,1
cooking,106
walkout,21
realpolitik,1
os,1
thespian,5
parliamentarian,24
looking-glass,1
monsoon,5
implement,501
churn,23
strut,10
cardigan,7
enormity,5
clam,2
market-friendly,2
misguided,58
medieval,89
balk,34
stupide,3
beaded,3
dissect,7
underpinning,12
parchment,5
morose,7
extractive,2
one-off,111
unreliable,17
regimental,8
quorum,5
obe,5
riser,26
outage,6
fifth-generation,3
multimillion-pound,3
groundswell,12
tendency,66
gust,2
argentina-style,1
rehearsal,16
celibate,4
hydrogen,1
skimping,2
cofounder,1
jellyfish,1
reset,9
do-nothing,1
stardom,4
liner,14
collectivist,2
outrank,2
enlarge,6
horseplay,1
work,4612
episodic,1
labyrinth,3
progression,12
mini,6
cubic,2
plain,93
u-shaped,2
post-traumatic,2
platter,3
elective,1
elegance,28
one-woman,2
inside,29
humanitarian,41
reverent,1
intercity,2
freight,19
accompanying,4
left-liberal,2
transient,7
producer,184
imprison,12
torment,19
correlate,6
pickpocket,1
dilapidated,13
self-regard,6
elated,1
ineligible,6
era,344
yoga,5
direct,379
poleax,2
re-allocation,1
jesuit,3
wad,3
constraint,100
stomach,53
symptomatic,16
keg,3
seriousness,25
impatience,15
forward-looking,7
end-of-term,2
par,26
no-change,1
crudity,1
threefold,4
slogan,75
sensor,4
federalised,1
cherry-picking,1
ring,167
cambridge-based,3
hipness,2
conceit,17
steamed-up,1
undeclared,12
im,1
moisturiser,1
supercomputer,1
counselling,4
fervid,1
flybe,3
fic,1
typical,129
austere,67
60-40,1
bastion,19
pre-released,2
exalt,4
delirious,4
nicotine,5
dawdle,2
usb,2
brow-beaten,2
flank,42
campaigner,109
unending,9
unfamiliar,18
hellbent,3
target-setting,1
sir,514
self-created,1
eddy,4
asinine,2
stile,1
bag,153
anti-islam,4
conjecture,5
partnership,125
cavalier,12
dog-walking,1
bogey,6
scanner,8
strength,254
stereotype,26
multiply,23
scrapheap,3
bewilder,8
derail,90
splodge,2
stockist,1
thame,3
stepdaughter,1
floodlight,1
jest,9
state-subsidised,1
european-style,1
homo,1
cover,637
rendezvous,5
receptionist,11
operative,7
yo-yo,3
responsibility,584
sponsorship,39
time-warp,3
hierarchy,33
herbicide,2
aware,208
refurbishing,2
un,4
ether,1
cross-subsidy,2
hijacking,1
midfield,7
compete,190
rainy,10
worn-out,1
habit,123
authentication,1
fundraise,7
cannabinoid,1
frenzy,16
estonian,5
zero-sum,5
motorist,68
diligence,11
limp,27
cadet,4
commonality,3
bondholder,141
chorizo,5
prodigy,4
madeira,1
kneecap,1
moroccan,6
mid-song,1
elum,18
unyielding,5
all-ireland,1
dishonourable,2
autumn,296
ginger,11
onscreen,1
palpable,22
time-consuming,4
tot,2
lethargic,1
minimise,45
devotee,11
granddaddy,1
europeanist,1
silly,54
crème,6
confer,13
under-used,2
dirty,68
unconverted,1
possible,938
conviviality,2
unhindered,1
anti-corbyn,1
commercial,247
us-style,5
stage-manage,1
appendage,2
twist,89
unearned,4
feigned,1
mysterious,19
eyewateringly,2
seven-week,3
doth,1
wriggle,18
scrutiny,108
pornography,7
riptide,1
antediluvian,3
potent,38
near-fatal,3
unpleasantness,2
mid-2017,1
victim,210
marked,59
woodland,15
enlightenment,12
dissatisfy,6
stage,669
obstructionism,1
crypto-fascist,1
paralysis,54
family-owned,7
conservative-only,3
positioned,5
twitch,5
unicorn,3
stand-out,2
riyal,14
caucus,4
looseness,1
goodish,1
top-line,3
dough,11
poppycock,4
rabbit,53
firefighter,11
tensile,1
explanatory,1
comre,2
hearse,1
crack,132
frippery,5
bc,6
sub-par,1
canyon,2
awry,2
reusable,1
bloom,13
shortcoming,17
factory,220
lash,38
relentless,58
press-up,3
pce,3
